subaru,small,25,30,0,a3,4,1.8,90,5200,3375,1,15.9,5,175,97,65,35,27.5,15,2490,0,10.9
subaru,compact,23,30,1,a3,4,2.2,130,5600,2330,1,15.9,5,179,102,67,37,27,14,3085,0,19.5
suzuki,small,39,43,0,a2,3,1.3,70,6000,3360,1,10.6,4,161,93,63,34,27.5,10,1965,0,8.6
toyota,small,32,37,1,a2,4,1.5,82,5200,3505,1,11.9,5,162,94,65,36,24,11,2055,0,9.8
toyota,sporty,25,32,1,a2,4,2.2,135,5400,2405,1,15.9,4,174,99,69,39,23,13,2950,0,18.4
toyota,midsize,22,29,1,a2,4,2.2,130,5400,2340,1,18.5,5,188,103,70,38,28.5,15,3030,0,18.2
toyota,van,18,22,1,a3,4,2.4,138,5000,2515,1,19.8,7,187,113,71,41,35,NaN,3785,0,22.7
volkswagen,small,25,33,0,a2,4,1.8,81,5500,2550,1,12.4,4,163,93,63,34,26,10,2240,0,9.1
volkswagen,van,17,21,0,a2,5,2.5,109,4500,2915,1,21.1,7,187,115,72,38,34,NaN,3960,0,19.7
volkswagen,compact,21,30,0,a2,4,2,134,5800,2685,1,18.5,5,180,103,67,35,31.5,14,2985,0,20
volkswagen,sporty,18,25,0,a2,6,2.8,178,5800,2385,1,18.5,4,159,97,66,36,26,15,2810,0,23.3
volvo,compact,21,28,1,a1,4,2.3,114,5400,2215,1,15.8,5,190,104,67,37,29.5,14,2985,0,22.7
volvo,midsize,20,28,2,a2,5,2.4,168,6200,2310,1,19.3,5,184,105,69,38,30,15,3245,0,26.7
