4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2003,4.2004,4.2004,4.2004,4.2004,4.2004,4.2004,4.2004,4.2004,4.2005,4.2005,4.2005,4.2006,4.2006,4.2007,4.2008,4.2009,4.201,4.2011,4.2013,4.2015,4.2017,4.202,4.2024,4.2028,4.2034,4.204,4.2048,4.2057,4.2069,4.2082,4.2099,4.2119,4.2144,4.2174,4.221,4.2254,4.2307,4.2371,4.2449,4.2543,4.2657,4.2795,4.2963,4.3166,4.3412,4.371,4.4072,4.4509,4.5039,4.5682,4.646,4.7403,4.8545,4.993,5.1607,5.3639,5.1607,4.993,4.8545,4.7403,4.646,4.5682,4.5039,4.4509,4.4072,4.371,4.3412,4.3166,4.2963,4.2795,4.2657,4.2543,4.2449,4.2371,4.2307,4.2254,4.221,2
1.5486,1.5486,1.5486,1.5486,1.5486,1.5485,1.5485,1.5485,1.5485,1.5485,1.5484,1.5484,1.5483,1.5483,1.5482,1.5481,1.548,1.5478,1.5477,1.5475,1.5472,1.5469,1.5466,1.5462,1.5456,1.545,1.5443,1.5434,1.5422,1.5409,1.5393,1.5373,1.535,1.5321,1.5287,1.5245,1.5195,1.5134,1.506,1.497,1.4862,1.4732,1.4574,1.4383,1.4152,1.3873,1.3535,1.3127,1.2633,1.3127,1.3535,1.3873,1.4152,1.4383,1.4574,1.4732,1.4862,1.497,1.506,1.5134,1.5195,1.5245,1.5287,1.5321,1.535,1.5373,1.5393,1.5409,1.5422,1.5434,1.5443,1.545,1.5456,1.5462,1.5466,1.5469,1.5472,1.5475,1.5477,1.5478,1.548,1.5481,1.5482,1.5483,1.5483,1.5484,1.5484,1.5485,1.5485,1.5485,1.5485,1.5485,1.5486,1.5486,1.5486,1.5486,1.5486,1.5486,1.5486,1.5486,1
9570.3,9570.5,9570.8,9571.1,9571.5,9572,9572.5,9573.2,9573.9,9574.9,9576,9577.3,9578.8,9580.7,9582.9,9585.5,9588.6,9592.3,9596.8,9602,9608.3,9615.8,9624.7,9635.3,9647.9,9663,9680.9,9702.3,9727.7,9758,9794,9837,9888.1,9949,10022,10108,10211,10333,10479,10653,10860,11107,11400,11750,12167,12663,13253,12663,12167,11750,11400,11107,10860,10653,10479,10333,10211,10108,10022,9949,9888.1,9837,9794,9758,9727.7,9702.3,9680.9,9663,9647.9,9635.3,9624.7,9615.8,9608.3,9602,9596.8,9592.3,9588.6,9585.5,9582.9,9580.7,9578.8,9577.3,9576,9574.9,9573.9,9573.2,9572.5,9572,9571.5,9571.1,9570.8,9570.5,9570.3,9570.1,9570,9569.8,9569.7,9569.6,9569.5,9569.5,2
75628,75627,75627,75627,75626,75626,75625,75624,75623,75621,75619,75617,75613,75609,75604,75597,75588,75577,75562,75544,75521,75491,75453,75405,75343,75264,75163,75034,74870,74661,74393,74051,73615,73059,72348,71441,70284,68806,66920,68806,70284,71441,72348,73059,73615,74051,74393,74661,74870,75034,75163,75264,75343,75405,75453,75491,75521,75544,75562,75577,75588,75597,75604,75609,75613,75617,75619,75621,75623,75624,75625,75626,75626,75627,75627,75627,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,75628,1
80028,80028,80028,80028,80028,80028,80028,80028,80028,80028,80028,80028,80028,80028,80028,80027,80027,80027,80027,80027,80027,80027,80027,80026,80026,80026,80025,80025,80024,80023,80022,80021,80020,80019,80017,80015,80013,80010,80006,80002,79997,79991,79984,79976,79966,79955,79941,79924,79904,79881,79853,79820,79780,79733,79678,79611,79532,79438,79326,79193,79035,78846,78622,78355,78038,77661,77212,76678,76042,75286,74387,73317,72044,70530,68728,66585,68728,70530,72044,73317,74387,75286,76042,76678,77212,77661,78038,78355,78622,78846,79035,79193,79326,79438,79532,79611,79678,79733,79780,79820,1
34.654,35.105,35.681,36.417,37.359,38.562,40.101,42.068,44.583,47.799,44.583,42.068,40.101,38.562,37.359,36.417,35.681,35.105,34.654,34.302,34.026,33.811,33.642,33.51,33.407,33.326,33.263,33.214,33.175,33.145,33.121,33.103,33.088,33.077,33.068,33.061,33.056,33.052,33.048,33.046,33.044,33.042,33.041,33.04,33.039,33.039,33.038,33.038,33.038,33.037,33.037,33.037,33.037,33.037,33.037,33.037,33.037,33.037,33.037,33.037,33.037,33.037,33.037,33.037,33.037,33.037,33.037,33.037,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,33.036,2
120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.9,120.9,120.9,120.89,120.89,120.88,120.87,120.86,120.84,120.82,120.8,120.77,120.72,120.67,120.6,120.52,120.41,120.27,120.09,119.87,119.58,119.21,118.74,118.14,117.37,116.39,115.14,113.54,111.51,108.91,105.59,101.36,95.959,101.36,105.59,108.91,111.51,113.54,115.14,116.39,117.37,118.14,118.74,119.21,1
1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.4,1776.4,1776.4,1776.4,1776.5,1776.6,1776.6,1776.7,1776.9,1777,1777.2,1777.5,1777.8,1778.3,1778.8,1779.5,1780.3,1781.4,1782.8,1784.6,1786.8,1789.7,1793.3,1797.9,1803.8,1811.2,1820.6,1832.5,1847.7,1866.9,1891.4,1922.4,1961.8,1922.4,1891.4,1866.9,1847.7,1832.5,1820.6,1811.2,1803.8,1797.9,1793.3,1789.7,1786.8,1784.6,1782.8,1781.4,1780.3,1779.5,1778.8,1778.3,1777.8,1777.5,1777.2,1777,1776.9,1776.7,1776.6,1776.6,1776.5,1776.4,1776.4,1776.4,1776.4,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,1776.3,2
44946,44946,44946,44947,44947,44947,44947,44947,44947,44948,44948,44948,44949,44949,44950,44951,44951,44952,44954,44955,44957,44959,44962,44965,44968,44973,44978,44984,44991,45000,45010,45023,45038,45056,45077,45102,45133,45169,45212,45264,45325,45399,45487,45592,45717,45867,46045,46258,46513,46817,47180,47613,48130,48748,49486,50366,51417,52673,54171,52673,51417,50366,49486,48748,48130,47613,47180,46817,46513,46258,46045,45867,45717,45592,45487,45399,45325,45264,45212,45169,45133,45102,45077,45056,45038,45023,45010,45000,44991,44984,44978,44973,44968,44965,44962,44959,44957,44955,44954,44952,2
4908.6,4908.5,4908.5,4908.5,4908.4,4908.4,4908.3,4908.2,4908.1,4908,4907.8,4907.6,4907.4,4907.1,4906.7,4906.2,4905.7,4905,4904.2,4903.2,4901.9,4900.4,4898.5,4896.3,4893.5,4890,4885.8,4880.7,4874.4,4866.6,4857.1,4845.5,4831.3,4813.9,4792.5,4766.3,4734.2,4694.9,4646.7,4587.7,4515.4,4426.7,4318.1,4185,4021.9,3822.1,3577.3,3822.1,4021.9,4185,4318.1,4426.7,4515.4,4587.7,4646.7,4694.9,4734.2,4766.3,4792.5,4813.9,4831.3,4845.5,4857.1,4866.6,4874.4,4880.7,4885.8,4890,4893.5,4896.3,4898.5,4900.4,4901.9,4903.2,4904.2,4905,4905.7,4906.2,4906.7,4907.1,4907.4,4907.6,4907.8,4908,4908.1,4908.2,4908.3,4908.4,4908.4,4908.5,4908.5,4908.5,4908.6,4908.6,4908.6,4908.6,4908.6,4908.6,4908.7,4908.7,1
22161,22161,22161,22161,22161,22161,22161,22161,22161,22161,22161,22161,22161,22161,22161,22162,22162,22162,22162,22162,22163,22163,22163,22164,22164,22165,22166,22166,22167,22168,22170,22171,22173,22175,22178,22181,22184,22188,22193,22198,22205,22212,22221,22232,22244,22258,22275,22294,22317,22344,22376,22413,22457,22508,22567,22637,22719,22815,22928,23060,23215,23397,23610,23859,24151,24494,24896,25367,25919,25367,24896,24494,24151,23859,23610,23397,23215,23060,22928,22815,22719,22637,22567,22508,22457,22413,22376,22344,22317,22294,22275,22258,22244,22232,22221,22212,22205,22198,22193,22188,2
1.8763,1.8772,1.8783,1.8797,1.8815,1.8838,1.8867,1.8903,1.8949,1.9008,1.9083,1.9177,1.9297,1.9449,1.9642,1.9887,2.0197,2.0591,2.109,2.1723,2.2526,2.3544,2.2526,2.1723,2.109,2.0591,2.0197,1.9887,1.9642,1.9449,1.9297,1.9177,1.9083,1.9008,1.8949,1.8903,1.8867,1.8838,1.8815,1.8797,1.8783,1.8772,1.8763,1.8756,1.8751,1.8747,1.8743,1.8741,1.8738,1.8737,1.8735,1.8734,1.8734,1.8733,1.8732,1.8732,1.8732,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,1.8731,2
76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.115,76.114,76.114,76.114,76.114,76.114,76.114,76.114,76.114,76.114,76.114,76.114,76.114,76.113,76.113,76.112,76.112,76.111,76.11,76.109,76.107,76.105,76.103,76.099,76.095,76.09,76.083,76.074,76.062,76.047,76.028,76.004,75.973,75.934,75.883,75.819,75.736,75.63,75.494,75.32,75.097,74.812,74.447,73.98,73.382,72.616,71.635,70.381,68.774,66.717,64.085,60.714,64.085,66.717,68.774,70.381,71.635,72.616,73.382,73.98,74.447,74.812,75.097,75.32,75.494,75.63,75.736,75.819,75.883,75.934,1
180.13,180.12,180.1,180.08,180.06,180.04,180.01,179.97,179.92,179.87,179.8,179.72,179.62,179.5,179.35,179.17,178.96,178.69,178.38,177.99,177.52,176.96,176.27,175.43,174.42,173.19,171.69,169.88,167.69,165.02,161.78,157.86,153.1,147.32,140.31,131.8,121.48,108.95,121.48,131.8,140.31,147.32,153.1,157.86,161.78,165.02,167.69,169.88,171.69,173.19,174.42,175.43,176.27,176.96,177.52,177.99,178.38,178.69,178.96,179.17,179.35,179.5,179.62,179.72,179.8,179.87,179.92,179.97,180.01,180.04,180.06,180.08,180.1,180.12,180.13,180.14,180.15,180.15,180.16,180.16,180.17,180.17,180.17,180.17,180.18,180.18,180.18,180.18,180.18,180.18,180.18,180.18,180.18,180.18,180.18,180.18,180.18,180.18,180.18,180.18,1
36500,36473,36438,36394,36339,36269,36180,36068,35927,35747,35520,35233,34869,34409,33827,33090,32158,30978,32158,33090,33827,34409,34869,35233,35520,35747,35927,36068,36180,36269,36339,36394,36438,36473,36500,36521,36538,36552,36563,36571,36578,36583,36587,36590,36593,36595,36596,36598,36599,36600,36600,36601,36601,36601,36602,36602,36602,36602,36602,36602,36602,36602,36602,36602,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,36603,1
19.087,19.089,19.09,19.092,19.095,19.097,19.101,19.105,19.11,19.115,19.122,19.131,19.141,19.152,19.167,19.184,19.204,19.228,19.258,19.293,19.334,19.384,19.444,19.516,19.602,19.705,19.828,19.976,20.153,20.364,20.618,20.921,21.284,21.719,22.239,22.862,23.608,22.862,22.239,21.719,21.284,20.921,20.618,20.364,20.153,19.976,19.828,19.705,19.602,19.516,19.444,19.384,19.334,19.293,19.258,19.228,19.204,19.184,19.167,19.152,19.141,19.131,19.122,19.115,19.11,19.105,19.101,19.097,19.095,19.092,19.09,19.089,19.087,19.086,19.085,19.084,19.084,19.083,19.083,19.082,19.082,19.082,19.082,19.081,19.081,19.081,19.081,19.081,19.081,19.081,19.081,19.081,19.081,19.081,19.081,19.081,19.081,19.081,19.08,19.08,2
535.57,535.54,535.51,535.48,535.43,535.38,535.32,535.25,535.17,535.07,534.96,534.83,534.67,534.48,534.26,534,533.7,533.34,532.91,532.42,531.83,531.14,530.32,529.36,528.23,526.9,525.33,523.49,521.31,518.75,515.74,512.18,508,503.07,497.26,490.42,482.37,472.88,482.37,490.42,497.26,503.07,508,512.18,515.74,518.75,521.31,523.49,525.33,526.9,528.23,529.36,530.32,531.14,531.83,532.42,532.91,533.34,533.7,534,534.26,534.48,534.67,534.83,534.96,535.07,535.17,535.25,535.32,535.38,535.43,535.48,535.51,535.54,535.57,535.59,535.61,535.63,535.64,535.65,535.66,535.67,535.68,535.68,535.69,535.69,535.7,535.7,535.7,535.7,535.71,535.71,535.71,535.71,535.71,535.71,535.71,535.71,535.71,535.71,1
359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.75,359.76,359.76,359.76,359.76,359.76,359.76,359.76,359.77,359.77,359.78,359.78,359.79,359.8,359.81,359.82,359.84,359.86,359.88,359.91,359.95,359.99,360.05,360.12,360.21,360.32,360.45,360.62,360.82,361.08,361.39,361.78,362.26,362.85,363.59,364.49,365.61,367,368.71,370.83,373.45,376.69,380.69,385.64,391.76,399.33,408.68,420.25,408.68,399.33,391.76,385.64,380.69,376.69,373.45,370.83,368.71,367,365.61,364.49,363.59,362.85,362.26,361.78,361.39,361.08,360.82,360.62,360.45,360.32,360.21,360.12,360.05,359.99,359.95,359.91,2
430.02,430.02,430.02,430.02,430.02,430.01,430.01,430.01,430.01,430.01,430,430,429.99,429.98,429.97,429.96,429.94,429.92,429.89,429.86,429.81,429.75,429.67,429.56,429.43,429.26,429.04,428.75,428.38,427.9,427.29,426.49,425.47,424.14,422.43,420.22,417.37,413.69,408.93,402.79,394.87,384.64,371.42,354.37,332.34,303.91,332.34,354.37,371.42,384.64,394.87,402.79,408.93,413.69,417.37,420.22,422.43,424.14,425.47,426.49,427.29,427.9,428.38,428.75,429.04,429.26,429.43,429.56,429.67,429.75,429.81,429.86,429.89,429.92,429.94,429.96,429.97,429.98,429.99,430,430,430.01,430.01,430.01,430.01,430.01,430.02,430.02,430.02,430.02,430.02,430.02,430.02,430.02,430.02,430.02,430.02,430.02,430.02,430.02,1
12.032,12.032,12.032,12.032,12.032,12.032,12.031,12.031,12.031,12.031,12.03,12.03,12.029,12.028,12.027,12.026,12.025,12.023,12.021,12.018,12.015,12.01,12.005,11.998,11.99,11.979,11.966,11.95,11.93,11.905,11.873,11.834,11.785,11.724,11.648,11.554,11.436,11.289,11.107,10.879,10.595,10.24,9.7992,9.2493,8.5639,7.7098,8.5639,9.2493,9.7992,10.24,10.595,10.879,11.107,11.289,11.436,11.554,11.648,11.724,11.785,11.834,11.873,11.905,11.93,11.95,11.966,11.979,11.99,11.998,12.005,12.01,12.015,12.018,12.021,12.023,12.025,12.026,12.027,12.028,12.029,12.03,12.03,12.031,12.031,12.031,12.031,12.032,12.032,12.032,12.032,12.032,12.032,12.032,12.032,12.032,12.032,12.032,12.032,12.032,12.032,12.032,1
90352,90361,90373,90388,90408,90434,90467,90510,90565,90636,90729,90848,91002,91201,91458,91789,92218,92771,93486,94410,95602,97143,99133,1.017e+05,1.0502e+05,1.0931e+05,1.1485e+05,1.2201e+05,1.3125e+05,1.2201e+05,1.1485e+05,1.0931e+05,1.0502e+05,1.017e+05,99133,97143,95602,94410,93486,92771,92218,91789,91458,91201,91002,90848,90729,90636,90565,90510,90467,90434,90408,90388,90373,90361,90352,90344,90339,90335,90331,90329,90327,90325,90324,90323,90322,90322,90321,90321,90321,90321,90321,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,90320,2
299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.51,299.51,299.51,299.51,299.51,299.52,299.52,299.53,299.54,299.55,299.57,299.59,299.61,299.65,299.69,299.75,299.82,299.92,300.04,300.2,300.41,300.67,301.02,301.47,302.05,302.8,303.77,305.04,306.67,308.79,311.53,315.08,319.68,325.64,333.35,343.35,356.29,373.06,394.77,422.9,394.77,373.06,356.29,343.35,333.35,325.64,319.68,315.08,311.53,308.79,306.67,305.04,303.77,302.8,302.05,301.47,301.02,300.67,300.41,300.2,300.04,299.92,299.82,299.75,299.69,299.65,299.61,299.59,299.57,299.55,299.54,299.53,299.52,299.52,299.51,299.51,299.51,299.51,299.51,299.5,299.5,299.5,2
1903.9,1898,1890.6,1881.6,1870.4,1856.6,1839.5,1818.4,1792.4,1760.3,1720.6,1671.5,1611,1536.2,1443.8,1329.6,1188.7,1014.6,1188.7,1329.6,1443.8,1536.2,1611,1671.5,1720.6,1760.3,1792.4,1818.4,1839.5,1856.6,1870.4,1881.6,1890.6,1898,1903.9,1908.7,1912.6,1915.7,1918.3,1920.4,1922,1923.4,1924.5,1925.4,1926.1,1926.7,1927.1,1927.5,1927.8,1928.1,1928.3,1928.4,1928.6,1928.7,1928.8,1928.8,1928.9,1928.9,1929,1929,1929,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1929.1,1
